2021:01:22:10:05:23.187000,1611306323.187,$GPHDT,50.61,T*37
2021:01:22:10:05:23.687000,1611306323.687,$GPHDT,50.65,T*33
2021:01:22:10:05:24.188000,1611306324.188,$GPHDT,50.68,T*3E
2021:01:22:10:05:24.687000,1611306324.687,$GPHDT,50.72,T*35
2021:01:22:10:05:25.188000,1611306325.188,$GPHDT,50.70,T*37
2021:01:22:10:05:25.687000,1611306325.687,$GPHDT,50.67,T*31
2021:01:22:10:05:26.188000,1611306326.188,$GPHDT,50.75,T*32
2021:01:22:10:05:26.687000,1611306326.687,$GPHDT,50.93,T*3A
2021:01:22:10:05:27.188000,1611306327.188,$GPHDT,51.09,T*38
2021:01:22:10:05:27.687000,1611306327.687,$GPHDT,51.14,T*34
2021:01:22:10:05:28.187000,1611306328.187,$GPHDT,51.07,T*36
2021:01:22:10:05:28.687000,1611306328.687,$GPHDT,50.97,T*3E
2021:01:22:10:05:29.187000,1611306329.187,$GPHDT,50.85,T*3D
2021:01:22:10:05:29.686000,1611306329.686,$GPHDT,50.83,T*3B
2021:01:22:10:05:30.188000,1611306330.188,$GPHDT,50.95,T*3C
2021:01:22:10:05:30.686000,1611306330.686,$GPHDT,51.05,T*34
2021:01:22:10:05:31.686000,1611306331.686,$GPHDT,50.85,T*3D
2021:01:22:10:05:32.187000,1611306332.187,$GPHDT,50.67,T*31
2021:01:22:10:05:32.687000,1611306332.687,$GPHDT,50.67,T*31
2021:01:22:10:05:33.187000,1611306333.187,$GPHDT,50.86,T*3E
2021:01:22:10:05:33.687000,1611306333.687,$GPHDT,51.03,T*32
2021:01:22:10:05:34.187000,1611306334.187,$GPHDT,51.07,T*36
2021:01:22:10:05:34.688000,1611306334.688,$GPHDT,50.98,T*31
2021:01:22:10:05:35.687000,1611306335.687,$GPHDT,50.95,T*3C
2021:01:22:10:05:36.688000,1611306336.688,$GPHDT,51.12,T*32
2021:01:22:10:05:37.189000,1611306337.189,$GPHDT,51.11,T*31
2021:01:22:10:05:37.687000,1611306337.687,$GPHDT,51.06,T*37
2021:01:22:10:05:38.188000,1611306338.188,$GPHDT,50.96,T*3F
2021:01:22:10:05:38.687000,1611306338.687,$GPHDT,50.87,T*3F
2021:01:22:10:05:39.188000,1611306339.188,$GPHDT,50.79,T*3E
2021:01:22:10:05:39.687000,1611306339.687,$GPHDT,50.73,T*34
2021:01:22:10:05:40.687000,1611306340.687,$GPHDT,50.68,T*3E
2021:01:22:10:05:41.188000,1611306341.188,$GPHDT,50.68,T*3E
2021:01:22:10:05:41.687000,1611306341.687,$GPHDT,50.74,T*33
2021:01:22:10:05:42.188000,1611306342.188,$GPHDT,50.81,T*39
2021:01:22:10:05:42.688000,1611306342.688,$GPHDT,50.88,T*30
2021:01:22:10:05:43.188000,1611306343.188,$GPHDT,50.93,T*3A
2021:01:22:10:05:43.687000,1611306343.687,$GPHDT,50.95,T*3C
2021:01:22:10:05:44.687000,1611306344.687,$GPHDT,50.96,T*3F
2021:01:22:10:05:45.188000,1611306345.188,$GPHDT,51.02,T*33
2021:01:22:10:05:45.687000,1611306345.687,$GPHDT,51.04,T*35
2021:01:22:10:05:46.187000,1611306346.187,$GPHDT,51.04,T*35
2021:01:22:10:05:46.687000,1611306346.687,$GPHDT,50.93,T*3A
2021:01:22:10:05:47.188000,1611306347.188,$GPHDT,50.75,T*32
2021:01:22:10:05:47.687000,1611306347.687,$GPHDT,50.64,T*32
2021:01:22:10:05:48.188000,1611306348.188,$GPHDT,50.64,T*32
2021:01:22:10:05:48.687000,1611306348.687,$GPHDT,50.67,T*31
2021:01:22:10:05:49.188000,1611306349.188,$GPHDT,50.68,T*3E
2021:01:22:10:05:49.688000,1611306349.688,$GPHDT,50.59,T*3C
2021:01:22:10:05:50.188000,1611306350.188,$GPHDT,50.40,T*34
2021:01:22:10:05:51.189000,1611306351.189,$GPHDT,50.12,T*33
